X,Y,Env,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L64,L65,L66,L67,L68,L69,L70,L71,L72,L73,L74,L75,L76,L77,L78,L79,L80,L81,L82,L83,L84,L85,L86,L87,L88,L89,L90,L91,L92,L93,L94,L95,L96,L97,L98,L99,L100
500221.2174,4995701.939,5,1,2,0,1,1,2,0,2,2,1,2,1,2,0,1,0,0,0,2,2,1,2,0,0,1,0,0,2,0,1,1,0,2,0,0,2,2,0,2,1,1,1,0,0,1,2,2,1,1,1,1,0,1,0,2,0,0,1,2,2,2,0,1,2,1,0,1,2,1,1,2,1,2,1,2,0,2,1,2,1,2,1,1,2,2,1,0,0,2,1,2,1,1,0,0,0,1,2,0,2
479289.5079,4954100.578,0,1,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,0,1,2,2,2,2,1,1,2,1,1,1,0,0,2,0,2,1,2,0,2,1,0,1,1,0,1,2,0,1,1,0,1,0,1,1,2,0,2,1,1,1,2,1,1,1,1,0,1,1,1,0,2,1,2,1,1,0,1,0,1,0,2,1,0,0,0,1,1,1,2,1,2,0,0,0,0,1,2,1,2,1
479757.7282,4910154.511,5,0,2,2,0,0,1,2,0,1,0,1,0,2,0,0,2,0,2,0,2,0,2,1,0,2,2,1,2,2,2,2,0,2,0,1,2,2,1,2,1,0,2,1,0,1,2,1,0,0,0,0,1,0,1,2,2,0,1,1,1,2,0,0,0,0,0,1,0,2,2,1,2,0,2,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,1,0,0,2,1,1,2,1,2,0
511477.1458,4941620.48,0,0,1,1,2,2,1,2,2,2,1,0,2,2,1,2,0,2,2,1,1,1,2,2,1,1,2,1,2,2,2,0,2,1,0,1,2,2,2,2,1,2,0,0,1,0,2,2,0,0,0,1,1,2,2,1,1,2,1,1,1,0,1,2,0,1,2,1,1,0,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,2,2,0,2,1,2,2,1,2,0,2,1,1,1,2,2
566995.4024,4920109.614,5,1,2,1,0,0,1,0,2,2,1,1,2,2,1,0,0,0,2,2,2,2,1,1,2,2,1,0,0,1,0,2,0,0,0,1,2,0,1,1,1,0,0,1,2,2,1,0,2,1,1,2,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,2,0,0,1,1,2,0,1,0,0,1,2,1,2,2,1,0,0,1,0,1,0,0,0,2,2,1,2,2,2,2,0,2,0
567498.3574,4962639.234,0,2,1,0,0,0,0,2,0,1,1,0,1,2,0,1,2,0,0,2,2,0,1,2,0,1,2,0,0,2,2,2,0,0,1,1,2,0,2,1,1,0,1,1,2,0,2,1,0,0,1,0,0,2,0,0,2,0,1,0,2,0,1,2,2,0,0,1,2,0,1,0,2,0,2,0,0,1,1,1,0,0,1,2,2,0,2,0,2,2,0,0,2,1,2,2,0,2,0,1,2
543033.8278,4959405.574,5,2,2,1,1,1,2,2,2,1,0,0,1,1,1,0,1,0,2,2,2,1,2,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,1,2,1,0,1,0,2,0,1,0,1,1,1,1,2,2,1,1,1,2,0,2,1,1,2,2,2,1,0,1,1,2,2,1,1,1,1,0,0,1,1,0,1,2,2,0,2,0,2,1,0,0,0,2,0,2,0,0,0,2,1,2,2
518513.9071,4983271.589,5,2,1,1,1,1,1,2,1,0,1,1,0,1,2,0,1,1,2,1,1,1,2,2,0,0,0,0,2,1,0,2,0,2,0,0,1,0,1,1,2,0,2,2,0,0,2,2,0,0,1,0,1,1,1,1,1,2,1,2,1,2,1,1,2,0,1,1,0,0,0,1,0,2,1,1,0,1,2,0,1,1,1,1,0,2,1,1,1,1,1,0,2,2,0,0,1,0,1,1,1
479771.7086,4988307.579,5,2,1,1,1,1,2,2,1,1,0,0,1,2,1,1,2,0,2,2,2,0,0,1,0,0,2,0,1,1,0,0,1,1,2,2,1,1,2,1,0,1,1,1,1,2,2,1,0,1,0,1,1,2,1,2,1,2,1,0,2,2,2,1,1,0,0,1,2,2,0,0,2,0,2,2,0,2,1,2,1,1,1,0,1,2,1,1,0,1,1,1,2,0,0,0,2,2,1,1,0
528679.0215,4964626.289,5,2,1,1,1,1,1,1,2,1,2,1,0,1,1,1,2,2,1,2,2,2,2,0,0,1,1,2,0,0,1,1,1,1,2,1,2,1,1,2,2,1,2,0,1,0,1,1,1,0,1,2,2,1,0,0,1,1,0,1,1,2,1,0,1,0,1,0,0,1,2,2,1,0,2,0,0,1,1,2,0,2,2,2,1,2,0,1,1,1,2,2,2,1,2,0,1,1,1,2,2
529997.0075,4927734.02,0,0,2,1,1,0,2,2,1,0,1,1,2,1,1,1,0,1,1,0,2,0,0,2,0,1,2,0,1,0,2,1,1,2,0,1,1,2,1,1,2,2,0,2,2,2,1,2,1,0,1,1,2,1,0,1,2,2,1,1,2,1,2,1,0,2,2,1,1,2,1,1,2,0,2,2,1,0,2,1,0,2,1,1,1,1,2,0,2,1,0,2,2,1,0,1,1,1,2,1,2
541886.9875,4980330.498,5,2,2,1,1,0,0,1,1,2,2,1,0,2,0,1,2,2,2,2,2,2,2,1,1,1,2,0,1,1,1,0,0,2,1,0,2,1,2,1,2,0,1,1,0,0,0,1,1,1,1,0,1,2,1,2,1,2,1,0,1,0,1,1,2,0,0,1,1,0,1,2,1,0,2,2,1,1,0,2,0,2,2,1,1,0,1,0,1,1,1,2,2,1,1,1,0,2,2,1,1
504731.2895,4938067.586,0,0,0,2,0,1,1,2,0,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,0,1,1,2,0,0,2,2,1,1,1,1,1,0,2,1,1,2,1,0,0,0,0,1,1,2,1,1,2,1,1,0,0,1,0,2,1,2,0,2,0,0,0,1,1,2,1,1,2,2,0,1,2,0,0,0,0,1,2,0,2,1,2,1,1,0,1,1,1,1,2,2
498332.3555,4939974.841,0,0,1,0,1,2,2,0,0,1,0,0,2,1,1,2,1,1,0,2,1,2,2,2,0,1,2,0,2,0,1,1,0,0,0,2,1,1,2,2,1,2,1,1,1,0,2,0,2,1,1,1,0,0,0,0,1,2,1,1,2,0,1,2,0,0,2,1,1,0,0,1,1,1,1,2,2,1,2,0,1,2,2,1,2,2,1,0,0,1,0,0,0,0,2,0,1,0,2,2,2
490887.7137,4949046.439,0,0,2,1,2,2,0,2,0,0,1,1,0,0,0,1,1,1,0,1,1,2,0,2,0,1,1,1,2,0,0,0,1,2,2,2,1,2,1,1,2,2,1,1,1,1,2,0,0,1,0,1,0,0,1,2,1,2,2,2,1,0,1,2,1,0,2,0,0,1,0,2,2,1,0,2,0,2,1,1,0,1,1,1,1,1,0,0,0,2,2,2,1,0,0,2,1,2,0,2,1
479083.8062,4952413.814,0,1,1,2,1,1,1,1,2,2,2,1,0,1,0,2,1,0,2,1,2,2,0,2,2,1,1,2,2,1,1,0,2,1,0,1,1,1,1,1,2,1,0,2,1,1,1,1,1,1,0,2,1,1,1,2,1,2,2,1,1,0,1,0,2,2,1,2,1,0,1,1,2,2,0,2,1,0,1,0,1,2,0,1,2,1,2,1,0,0,1,1,1,1,1,1,1,1,0,2,0
512166.6,4982536.362,5,2,0,0,1,1,1,2,1,1,1,1,0,2,1,2,0,2,2,2,0,1,1,2,0,0,1,1,1,1,1,2,2,2,2,1,2,0,0,2,0,1,2,1,0,1,1,2,1,0,2,1,2,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,2,2,0,1,1,2,0,1,1,0,0,0,1,0,2,0,1,1,2,1,1,2,2,2,0,0,0,0,1,0,2,1,1
478948.886,4985770.239,5,2,1,2,2,2,2,2,2,1,2,2,1,0,0,2,2,0,2,2,2,1,2,2,0,1,0,2,0,1,1,1,0,1,0,2,0,0,2,0,1,1,2,1,0,1,2,1,0,1,0,1,1,1,0,2,2,2,0,0,1,2,0,2,0,1,1,1,0,2,0,2,0,2,2,2,2,2,1,1,1,2,1,0,1,1,2,0,0,1,2,2,2,1,0,0,1,0,2,2,2
515219.1731,4995273.321,5,2,1,0,2,1,2,2,1,1,2,1,0,1,0,1,1,1,1,1,1,1,2,1,1,1,2,0,2,1,0,2,1,1,2,0,2,1,2,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,2,2,0,0,2,1,2,1,0,0,1,1,1,1,2,2,0,1,2,1,1,1,2,0,2,1,1,0,0,0,2,0,1,0
492840.2273,4961732.216,0,2,0,2,0,2,1,1,1,1,1,2,1,2,1,2,2,0,1,2,2,2,0,2,0,2,0,2,2,0,0,2,1,0,0,2,0,1,1,0,2,2,1,1,1,2,1,0,1,2,0,2,1,0,0,2,1,1,1,2,1,0,0,1,2,1,1,1,2,1,0,1,1,0,1,2,0,1,1,1,1,2,1,0,2,2,1,2,0,1,2,2,1,1,0,2,0,0,2,1,2
529094.9784,4984143.597,5,2,1,1,1,0,2,2,2,2,1,1,2,1,1,1,1,2,0,2,2,1,2,2,0,0,2,1,2,1,0,2,1,1,2,0,2,2,1,2,0,1,1,1,1,1,1,0,0,0,0,2,2,2,2,0,1,0,2,1,1,1,0,1,2,0,2,1,2,1,0,2,0,2,1,1,0,0,1,1,1,2,2,1,2,1,2,2,2,2,1,0,2,1,2,0,0,2,2,2,1
548128.1456,4916444.258,0,1,2,0,0,0,2,0,1,1,2,2,2,1,1,2,2,0,0,1,0,2,1,0,0,1,1,0,0,1,2,2,0,2,0,0,0,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,0,1,1,1,0,1,0,0,0,0,2,2,0,2,0,1,2,0,2,0,2,0,1,1,0,1,0,2,1,1,2,2,1,2,1,0,0,2,2,0,0,1,2,2,2,1,1
482311.8148,4980397.444,5,2,1,2,2,2,2,1,2,0,2,0,1,2,0,2,2,0,2,2,2,2,1,2,0,1,0,2,1,2,1,0,0,2,0,2,1,0,2,1,1,0,1,2,0,1,2,1,0,1,0,1,1,2,0,2,2,2,0,0,1,1,0,2,1,1,0,1,0,1,0,1,1,1,1,1,2,2,2,0,0,0,2,0,1,2,1,1,2,0,2,2,2,0,0,0,1,1,2,2,2
505872.8998,4983222.074,5,1,2,1,1,2,2,1,2,0,1,1,1,0,1,2,1,1,2,2,2,0,1,1,1,1,1,2,2,0,0,1,0,1,1,0,2,1,1,1,1,2,2,1,0,2,1,1,1,0,0,1,2,1,2,2,0,0,0,2,0,0,0,1,2,0,1,1,0,1,1,1,0,1,0,2,0,1,1,2,1,1,1,2,2,1,1,1,1,0,2,2,2,0,0,0,1,0,2,2,2
529405.1973,4952562.261,5,0,2,1,1,2,0,0,2,0,1,1,0,2,1,2,2,0,1,1,0,0,2,0,0,1,0,2,1,1,2,2,0,2,2,0,2,1,2,1,2,1,1,2,2,2,2,2,2,2,0,1,2,0,2,0,2,1,0,1,0,1,2,1,2,1,1,1,1,1,1,1,2,1,1,0,0,0,1,1,1,2,2,1,2,1,2,0,1,1,0,1,2,1,0,1,0,0,1,2,2
546180.6246,4977577.089,0,2,1,2,0,1,1,1,1,0,2,2,0,2,0,1,0,1,1,1,2,1,2,1,1,1,0,0,1,0,1,0,0,2,1,1,0,1,2,2,0,0,1,1,1,0,2,2,2,0,1,1,1,1,2,0,1,1,0,1,1,0,2,1,1,0,0,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,0,0,1,1,1,1,2,1,0,0,0,1,2,2,2,1
481375.82,4982445.386,5,2,2,0,0,2,1,0,1,2,1,0,1,2,1,1,2,0,1,2,0,1,1,2,0,0,2,1,2,0,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,2,0,0,2,2,1,0,2,1,2,0,1,1,2,2,1,1,1,0,1,2,0,1,2,2,2,2,1,2,1,1,0,0,2,0,0,1,0,1,2,2,1,2,1,1,0,0,1,0
509787.621,4937693.171,0,0,1,2,0,2,2,2,1,2,1,0,1,1,1,1,1,2,1,1,1,0,1,2,1,0,2,1,1,1,2,1,0,1,1,2,2,1,1,0,0,2,1,0,2,1,1,1,0,0,1,0,2,0,0,1,0,1,1,1,1,2,2,1,0,0,2,2,1,1,1,2,0,0,2,2,1,2,2,2,2,2,1,2,0,1,1,1,2,0,1,2,0,1,1,1,2,1,2,0,2
493313.9124,4938428.351,0,0,1,2,1,2,1,0,1,1,0,0,1,1,1,1,1,2,0,0,0,1,2,2,2,1,2,2,2,0,0,0,1,1,1,0,1,1,2,0,2,1,2,0,2,1,1,1,1,0,0,1,0,1,0,2,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,2,1,1,2,1,1,1,0,1,2,1,0,1,1,0,2,0,0,0,0,0,1,0,0,2,0,1,1,0
490845.6701,4926876.592,0,0,2,2,2,1,1,2,1,1,1,0,1,0,2,1,0,0,0,1,1,1,2,1,1,1,1,1,2,0,1,2,0,2,0,1,1,0,1,2,1,0,2,1,1,1,2,2,2,0,2,1,2,0,2,1,1,0,1,0,0,1,0,1,0,0,2,2,1,0,0,2,2,1,1,2,0,1,1,0,0,2,1,1,0,2,1,0,2,1,1,0,1,0,0,0,2,2,1,2,1
547298.3781,4950580.871,0,0,2,2,0,0,1,1,1,1,1,1,0,1,2,0,0,0,0,1,2,0,0,2,1,1,0,2,0,0,1,1,0,1,0,1,0,0,0,2,2,2,1,1,1,0,2,0,0,1,1,2,1,0,1,1,1,1,1,2,1,1,2,2,2,2,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,2,2,1,2,1,1,2,1,2,0,1,1,1,2,1,1,2,1,1,2
493382.359,4973785.332,5,2,2,0,1,1,2,1,0,1,2,2,0,0,2,2,1,1,2,2,1,0,2,2,1,1,2,0,2,0,1,2,0,0,0,1,1,0,1,1,0,0,2,1,1,2,1,1,0,0,0,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,0,0,1,0,1,0,2,2,2,1,2,2,0,0,2,1,2,0,2,1,1,2,1,2,2,0,2,1,0,0,1,2,2,1
529455.2656,4925852.704,0,0,1,2,1,2,1,2,1,0,2,1,2,0,2,2,1,1,1,2,1,0,0,2,0,1,1,2,2,0,1,2,2,1,2,2,2,2,0,2,2,1,1,1,2,1,2,1,1,0,2,0,2,2,0,2,2,1,2,2,0,2,1,1,1,1,0,2,1,2,0,2,2,0,2,1,2,2,2,1,1,2,1,2,2,2,2,0,1,2,0,0,0,1,2,0,1,0,2,2,2
538220.7987,4991808.667,5,2,1,1,1,0,2,1,2,2,1,1,1,2,1,2,0,1,0,2,0,2,1,0,0,1,1,1,2,1,0,1,0,1,2,1,0,0,2,1,0,1,2,1,1,0,2,2,0,0,0,1,1,1,1,0,0,1,1,1,0,1,2,2,0,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,2,2,1,0,0,1,1,2,1,0,1,2,2,0,0,1,0,1,1,1
537407.157,4954573.429,5,1,1,2,1,2,2,2,2,1,1,0,1,2,1,2,1,1,1,1,2,1,1,2,0,0,0,0,1,1,2,1,0,2,1,2,2,2,0,1,1,0,0,2,2,0,0,1,0,1,0,1,2,2,0,2,1,1,2,2,2,1,2,1,2,0,2,1,2,1,0,1,1,0,2,1,0,2,1,1,1,2,2,2,2,2,2,1,1,1,0,2,1,1,2,0,1,1,2,1,2
482147.2125,4944669.366,0,0,2,0,2,1,0,1,0,1,1,0,1,1,2,2,2,0,2,1,2,1,1,2,2,2,0,1,1,0,0,1,1,1,1,2,0,1,2,1,1,2,1,1,0,1,2,0,0,0,0,1,0,0,0,2,2,2,1,0,1,1,0,1,1,0,1,1,2,1,0,0,2,1,0,2,1,1,0,0,0,2,1,1,0,0,2,0,0,1,1,1,1,0,1,0,1,2,1,2,1
518033.4975,4961344.956,5,2,1,2,2,2,1,2,1,2,1,0,1,1,2,2,2,1,1,1,2,1,2,0,1,1,1,1,0,2,1,2,0,2,1,1,2,1,2,0,0,0,2,0,1,1,2,1,1,0,0,1,2,2,0,0,1,2,1,1,0,1,2,0,0,1,2,0,1,1,0,2,2,1,1,1,1,0,0,0,1,2,1,1,1,1,0,2,0,1,1,2,1,0,1,0,0,0,1,1,2
538177.3874,4992351.067,5,2,1,1,2,1,2,1,2,2,1,2,1,1,0,1,1,1,0,2,0,2,1,0,0,1,0,1,2,1,0,0,0,1,2,1,0,0,1,2,0,1,2,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,2,0,0,1,2,1,1,0,1,1,0,1,0,2,2,2,0,1,1,2,1,0,1,1,2,2,1,0,1,1,2,1,0,2,2,2,0,0,1,1,1,2,1
501371.4408,4922029.249,0,0,2,2,0,0,0,2,0,1,0,0,2,1,0,0,0,1,2,2,1,2,0,2,0,2,1,2,0,0,1,1,1,2,1,0,2,2,2,2,2,1,2,2,2,1,1,2,0,0,1,1,2,1,0,0,2,1,0,2,1,1,1,0,1,1,0,2,2,1,0,1,1,1,0,2,0,2,1,1,1,2,1,0,1,1,0,0,1,0,1,2,0,1,1,1,1,2,2,1,0
533393.701,4936578.088,0,1,1,0,1,0,1,2,1,0,2,1,2,2,2,2,0,0,1,1,1,1,1,2,0,0,1,1,0,1,0,0,1,2,1,0,2,1,1,0,2,1,2,0,1,0,1,1,2,1,2,1,1,1,1,2,1,1,1,0,0,2,1,1,1,1,1,2,2,2,2,1,1,0,1,1,0,2,1,1,0,2,1,1,2,2,0,0,2,1,0,1,2,0,2,0,2,2,2,1,2
524085.0841,4907500.716,0,0,2,1,2,1,1,0,1,1,2,1,1,1,0,2,0,0,0,1,2,1,0,1,0,2,1,1,0,2,2,1,0,1,2,2,0,0,2,0,2,0,1,2,1,0,2,2,2,0,2,1,0,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,0,1,1,1,0,2,0,2,1,2,1,1,1,1,1,0,1,0,1,0,1,1,0,0,2,1,2,2,2,2,1,2
497034.7516,4911888.459,0,0,2,1,1,1,2,2,2,0,1,2,0,0,0,1,2,1,0,2,1,1,2,1,2,2,1,2,0,0,2,1,1,0,2,1,1,0,1,2,1,0,1,2,1,0,1,1,2,0,2,1,0,0,1,2,2,2,0,1,1,1,0,0,0,0,1,2,2,0,2,2,2,0,2,2,0,0,1,0,0,2,0,0,0,0,2,1,0,2,0,2,0,2,1,0,1,0,1,2,1
542906.1871,4964979.934,5,0,1,1,2,0,2,2,1,2,1,2,0,1,0,1,0,2,0,1,2,0,2,0,0,1,0,0,1,0,2,1,0,0,2,0,2,1,0,2,0,0,2,2,1,0,2,1,1,1,1,1,2,1,1,1,0,1,0,0,2,2,2,1,2,0,1,1,0,0,1,2,0,2,2,1,0,0,2,0,2,2,2,1,0,0,0,1,0,2,0,2,0,1,1,2,1,1,0,2,2
530519.8791,4907102.379,0,0,2,0,2,1,2,2,0,0,2,0,1,1,0,1,0,0,0,2,2,1,1,2,0,0,2,1,0,1,2,1,2,2,2,2,1,1,0,2,2,1,0,0,2,0,0,1,0,0,1,0,1,0,2,1,2,1,0,1,0,1,2,0,0,1,1,1,1,1,0,2,1,1,2,2,1,0,1,1,1,1,1,0,2,2,1,0,1,1,0,1,2,1,0,0,1,2,2,2,1
568303.1177,4958511.27,0,0,0,2,0,1,1,1,1,1,1,1,1,1,0,1,2,1,1,2,2,1,2,2,1,1,1,0,1,1,2,0,0,1,1,0,0,0,1,1,2,1,0,0,0,0,2,1,1,1,2,2,1,2,2,1,2,0,2,1,1,1,2,1,2,2,2,0,2,1,1,1,2,0,2,2,0,1,2,0,0,2,1,1,2,1,1,1,1,0,0,2,2,1,0,1,1,2,2,1,2
556872.3221,4940667.386,0,2,1,2,1,1,1,1,2,2,2,0,0,2,0,2,2,0,2,1,1,2,0,1,1,1,0,0,0,1,2,1,2,2,2,1,2,1,0,2,1,2,2,1,2,0,2,2,0,1,1,0,2,1,0,0,1,0,2,0,1,0,2,1,1,2,2,1,0,1,1,2,2,0,2,1,0,1,2,1,1,1,1,0,2,2,1,1,1,2,1,2,1,2,0,0,2,2,2,2,1
550376.1629,4969530.47,5,1,2,2,0,1,1,2,1,1,1,1,0,1,0,1,0,0,1,1,2,1,2,0,2,0,1,0,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,2,0,2,2,1,1,1,1,0,1,1,1,0,1,2,1,1,2,1,2,1,2,2,0,1,1,1,1,2,2,0,2,1,0,0,2,0,0,2,2,1,1,1,1,1,0,1,1,2,1,1,0,1,1,1,2,1,2
562299.9898,4929483.555,5,2,1,2,1,1,1,0,2,2,2,0,1,0,1,2,1,0,2,2,0,1,2,1,0,2,1,0,0,1,2,1,2,2,1,0,2,1,1,0,0,1,2,2,2,0,1,0,0,0,2,2,1,2,1,0,2,0,0,0,1,0,2,0,0,2,2,0,0,0,1,1,2,0,2,2,0,1,1,1,2,2,2,0,2,0,2,1,0,1,0,2,0,1,1,1,1,2,1,2,2
517897.8419,4965652.121,5,2,0,0,0,1,1,1,2,1,2,0,1,0,1,2,1,1,2,2,1,0,1,2,2,1,1,0,1,2,2,2,0,2,1,1,2,2,2,0,2,1,1,1,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,1,0,0,2,1,1,1,1,1,1,2,0,1,2,0,1,2,0,1,1,1,1,1,2,1,1,1,1,1,2,1,0,2,1,2,1,1,0,0,2,2,1
545856.9162,4945235.629,0,1,2,1,1,1,2,0,0,1,1,1,0,2,0,2,1,0,2,1,1,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,1,2,1,1,1,2,1,0,1,1,2,1,0,0,0,0,1,1,0,0,1,0,0,2,0,0,2,0,1,1,0,0,1,0,1,0,1,0,2,1,0,0,2,1,1,0,2,0,2,0,1,0,1,2,0,2,1,0,0,2,2,2,0,2,2
539854.3252,4954972.771,5,2,2,2,0,2,2,1,1,0,2,1,0,2,0,1,1,1,1,0,1,1,1,1,0,2,1,0,2,1,0,1,1,2,0,0,1,1,2,1,2,0,2,2,2,0,0,1,0,1,1,0,1,2,0,1,1,1,1,1,2,0,2,1,1,0,1,2,2,1,2,1,1,0,0,1,1,0,2,0,1,2,2,1,2,1,1,1,1,0,0,2,2,1,1,1,2,0,2,2,1
504770.3497,4973010.399,0,2,1,2,1,1,2,2,2,0,2,1,0,2,0,1,1,0,2,1,0,0,2,2,0,0,0,2,1,0,1,1,2,0,2,0,1,1,0,2,0,1,2,2,0,0,1,2,0,0,1,2,2,2,0,2,0,2,0,2,0,1,1,2,2,1,1,1,1,1,2,1,1,0,1,2,1,2,1,2,1,1,2,1,0,1,1,1,1,2,0,1,2,0,2,0,1,1,2,1,0
565027.4539,4994794.584,0,2,2,1,0,0,0,0,2,0,2,0,0,1,0,1,0,0,1,2,2,1,1,0,1,0,2,2,2,0,0,0,1,0,0,1,1,2,2,1,1,0,2,1,2,2,2,0,1,1,1,0,2,0,2,1,1,2,1,1,1,1,0,0,0,2,2,1,2,2,1,1,0,0,2,2,0,2,1,1,2,2,0,2,2,1,2,1,1,1,0,2,2,2,0,2,0,1,0,1,2
523759.5895,4940843.601,0,0,1,2,2,1,1,1,2,0,2,2,1,1,0,2,1,0,1,0,0,1,1,2,2,1,2,0,2,0,1,2,1,1,1,2,2,2,1,1,1,0,0,0,1,1,2,1,1,0,1,0,0,0,1,0,1,1,1,1,0,2,1,0,1,0,2,0,1,0,0,1,2,0,2,2,0,1,0,0,1,1,1,2,2,1,0,1,1,2,1,2,2,1,1,1,2,1,0,1,1
479224.9453,4943995.527,0,0,2,2,2,1,1,2,1,2,1,0,0,1,1,2,0,1,1,1,1,0,0,2,1,0,1,2,1,1,1,1,2,2,0,2,1,0,2,1,0,1,1,1,1,1,1,0,1,1,0,2,1,1,0,2,1,2,0,1,1,1,0,1,0,1,2,1,1,1,0,0,2,1,0,2,0,0,2,0,1,2,0,0,0,1,1,1,0,0,2,1,0,0,2,1,1,1,0,1,1
555830.2551,4947992.869,0,2,1,0,1,2,2,1,2,1,2,1,1,1,1,1,1,0,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0,2,1,1,1,0,1,2,0,1,2,1,2,0,1,1,2,1,2,0,1,1,1,2,0,0,1,1,2,0,2,1,1,0,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2,0,1,0,1,2,1,0,2
491891.4967,4952801.251,0,0,1,2,0,1,0,0,0,1,1,0,0,1,1,1,2,2,2,1,1,1,1,2,1,1,0,1,2,2,1,1,1,1,0,2,2,1,2,2,1,2,1,1,2,0,2,2,0,0,0,2,1,1,0,2,0,2,1,1,1,1,2,1,2,0,2,2,0,2,0,1,2,1,1,2,1,2,1,1,1,2,1,0,1,2,0,1,1,2,2,1,2,0,0,1,0,1,2,2,1
568013.2812,4968626.005,0,1,0,2,1,0,2,1,1,1,0,1,0,0,1,2,2,1,1,1,2,0,1,2,1,1,1,0,0,1,0,2,0,2,1,0,1,0,0,2,1,0,2,0,0,1,1,0,1,1,1,2,0,1,1,1,2,1,1,2,0,1,1,0,1,1,1,2,2,1,1,0,1,1,1,1,0,2,2,1,0,2,0,2,2,0,2,0,0,1,1,2,2,1,0,2,1,2,2,1,2
506450.5232,4995099.231,5,2,1,0,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,0,1,2,0,0,0,1,0,1,0,0,1,2,1,0,0,1,2,2,2,0,2,1,0,2,1,1,2,0,0,0,1,2,2,0,2,1,2,2,0,1,0,1,1,1,0,1,0,2,0,2,2,1,1,0,2,0,2,2,1,0,2,1,0,2,1,2,0,0,0,2,1,1,1,1,0,0,0,1,0,1
483478.2856,4940058.3,0,0,0,2,0,0,1,2,0,2,1,0,1,0,0,1,0,2,2,0,2,1,1,2,2,0,1,1,2,1,2,0,1,2,0,2,1,1,1,0,1,0,1,1,2,1,2,2,2,1,0,1,0,1,1,2,0,0,1,2,0,2,1,2,1,0,2,2,2,1,0,0,0,2,0,2,0,2,0,1,1,2,0,1,1,0,0,1,1,0,2,0,0,2,1,2,2,0,2,1,2
545725.9151,4926232.998,5,0,2,2,1,2,2,1,1,2,1,1,0,1,2,1,0,0,0,1,1,0,1,1,1,2,1,1,0,0,2,0,2,2,0,0,1,1,0,2,2,2,1,0,2,0,2,2,0,1,1,2,2,2,1,1,2,0,1,1,1,2,1,1,2,1,2,2,0,1,1,2,2,1,1,1,0,2,2,0,0,2,1,1,1,1,2,1,0,2,0,2,1,0,1,1,2,1,0,2,2
507773.4896,4961907.826,5,1,0,1,2,1,2,2,0,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,0,1,1,1,1,0,0,0,2,0,2,0,1,2,2,1,2,1,0,2,2,1,0,0,1,1,0,1,1,2,2,0,1,0,2,0,1,1,2,0,1,1,1,1,1,2,0,0,1,1,0,2,0,0,2,2,1,0,1,2,1,0,2,1,2,0,0,2,0,1,1,1,1,2
537504.1038,4936625.747,0,2,2,1,2,1,1,1,2,0,2,2,1,1,1,0,1,2,2,1,1,1,2,0,2,2,1,1,1,2,2,1,0,0,0,2,2,1,2,2,1,2,2,1,2,0,0,0,0,0,1,0,2,0,1,1,2,1,1,0,0,0,2,0,1,2,2,1,0,0,2,1,2,0,2,0,1,0,1,0,1,2,1,0,2,0,1,2,1,2,0,2,1,2,0,2,1,1,2,1,2
524554.8474,4957099.514,0,2,2,1,1,2,1,2,0,1,2,0,1,1,0,2,1,1,0,1,2,0,1,2,0,1,1,0,1,1,1,2,0,2,1,1,2,1,1,0,2,1,2,0,2,0,1,2,1,2,0,0,2,1,1,1,2,2,1,1,0,1,0,1,2,2,2,1,1,0,0,1,1,0,2,2,1,1,1,1,0,1,1,1,0,1,2,0,0,2,2,1,2,2,1,0,1,2,2,2,0
